INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
309666554,07/15/2025,21:52:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1013910,251999,40.85830398,-73.892778,POINT (-73.892778 40.85830398)
300197278,01/28/2025,14:54:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,1042234,185591,40.675902,-73.790958,POINT (-73.790958 40.675902)
310215605,07/25/2025,00:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1008787,243961,40.836266,-73.911328,POINT (-73.911328 40.836266)
312434897,09/05/2025,23:33:00,QUEENS,OUTSIDE,116,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,1057339,185206,40.674731,-73.736506,POINT (-73.736506 40.674731)
302377353,03/10/2025,17:25:00,BROOKLYN,INSIDE,77,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,18-24,M,BLACK,1005432,185232,40.675081,-73.923638,POINT (-73.923638 40.675081)
305570692,04/29/2025,21:50:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1023736,262685,40.88759525,-73.85719372,POINT (-73.85719372 40.88759525)
309874796,07/19/2025,17:45:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1020443,183963,40.671549,-73.869526,POINT (-73.869526 40.671549)
299382241,01/13/2025,21:15:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK HISPANIC,997512,239558,40.824207,-73.95208,POINT (-73.95208 40.824207)
309611015,07/14/2025,12:55:00,BRONX,OUTSIDE,43,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,1020791,241887,40.830532,-73.867957,POINT (-73.867957 40.830532)
308717968,06/26/2025,22:40:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1012575,171356,40.636975,-73.897943,POINT (-73.897943 40.636975)
308800535,06/28/2025,15:53:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1008787,247061,40.844776,-73.911317,POINT (-73.911317 40.844776)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,18-24,M,BLACK,25-44,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
311931930,08/26/2025,08:10:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1010906,248102,40.847626,-73.903654,POINT (-73.903654 40.847626)
306991088,05/24/2025,20:15:00,BRONX,OUTSIDE,41,0,STREET,(null),N,<18,M,BLACK,25-44,M,WHITE HISPANIC,1016221,235286,40.812432,-73.884504,POINT (-73.884504 40.812432)
310305118,07/27/2025,19:21:00,BRONX,OUTSIDE,43,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1019938,243590,40.835211,-73.871029,POINT (-73.871029 40.835211)
298877583,01/03/2025,19:33:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,985975,148995,40.575643,-73.99379,POINT (-73.99379 40.575643)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK,18-24,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
312764904,09/11/2025,23:53:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,F,BLACK,999134,190013,40.688215,-73.946331,POINT (-73.946331 40.688215)
299453927,01/14/2025,21:20:00,BROOKLYN,OUTSIDE,73,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,BLACK,25-44,M,BLACK,1009652,183399,40.670038,-73.908428,POINT (-73.908428 40.670038)
309611016,07/14/2025,16:50:00,MANHATTAN,OUTSIDE,28,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,998887,232756,40.805534,-73.947127,POINT (-73.947127 40.805534)
313028799,09/16/2025,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,987813,199396,40.713981,-73.987146,POINT (-73.987146 40.713981)
305304921,04/24/2025,22:04:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1008932,186721,40.679158,-73.911012,POINT (-73.911012 40.679158)
309560882,07/13/2025,21:35:00,BROOKLYN,OUTSIDE,77,0,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,BLACK,1004594,185427,40.675616,-73.926657,POINT (-73.926657 40.675616)
310613386,08/02/2025,04:25:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1005778,255287,40.867362,-73.922163,POINT (-73.922163 40.867362)
305182561,04/22/2025,21:45:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1009538,248889,40.849793,-73.908595,POINT (-73.908595 40.849793)
304641478,04/12/2025,12:57:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,1021276,238398,40.820954,-73.866223,POINT (-73.866223 40.820954)
301479775,02/21/2025,07:05:00,BROOKLYN,OUTSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK,18-24,M,BLACK HISPANIC,997703,178036,40.655344,-73.951514,POINT (-73.951514 40.655344)
308594661,06/24/2025,04:20:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1006371,250007,40.852867,-73.920038,POINT (-73.920038 40.852867)
313328608,09/22/2025,08:20:00,QUEENS,OUTSIDE,105,0,STREET,(null),Y,<18,M,BLACK,<18,M,BLACK,1055213,193057,40.696298,-73.74409,POINT (-73.74409 40.696298)
313506297,09/26/2025,03:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1006466,254541,40.865311,-73.91968,POINT (-73.91968 40.865311)
310276532,07/26/2025,21:24:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1012201,240878,40.827795,-73.899003,POINT (-73.899003 40.827795)
310276536,07/26/2025,00:50:00,MANHATTAN,OUTSIDE,6,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,984687,204757,40.728697,-73.998422,POINT (-73.998422 40.728697)
308455428,06/22/2025,05:35:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK,1008949,180854,40.663054,-73.910972,POINT (-73.910972 40.663054)
301321141,02/14/2025,22:00:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,955760,164018,40.616831,-74.102618,POINT (-74.102618 40.616831)
308895330,07/01/2025,01:35:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,960349,172474,40.640055,-74.086121,POINT (-74.086121 40.640055)
312151472,08/31/2025,05:45:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1030536,255733,40.86848115,-73.83264872,POINT (-73.83264872 40.86848115)
310000252,07/21/2025,18:28:00,MANHATTAN,OUTSIDE,28,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,25-44,M,BLACK,997917,231005,40.80072072,-73.95063603,POINT (-73.95063603 40.80072072)
305266332,04/24/2025,03:25:00,BROOKLYN,INSIDE,70,0,DWELLING,PVT HOUSE,N,45-64,M,BLACK,25-44,M,BLACK,996079,174395,40.645351,-73.957374,POINT (-73.957374 40.645351)
304263629,04/05/2025,17:45:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1009234,247586,40.846216,-73.909699,POINT (-73.909699 40.846216)
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1020797,254600,40.865427,-73.867866,POINT (-73.867866 40.865427)
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,BLACK,1000000,238478,40.821238,-73.943094,POINT (-73.943094 40.821238)
307680263,06/06/2025,16:15:00,BROOKLYN,OUTSIDE,77,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1004602,184162,40.672144,-73.926631,POINT (-73.926631 40.672144)
305806355,05/04/2025,04:38:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,991150,192509,40.695076,-73.975117,POINT (-73.975117 40.695076)
305364225,04/25/2025,18:23:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,<18,M,BLACK,25-44,F,BLACK,1003705,176765,40.651845,-73.929888,POINT (-73.929888 40.651845)
307645264,06/05/2025,21:55:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,M,BLACK HISPANIC,1010452,239610,40.82432,-73.905328,POINT (-73.905328 40.82432)
299313254,01/12/2025,12:53:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1003536,177105,40.652778,-73.930494,POINT (-73.930494 40.652778)
307882015,06/10/2025,20:13:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1042275,185994,40.677006,-73.790809,POINT (-73.790809 40.677006)
312414243,09/05/2025,10:20:00,QUEENS,OUTSIDE,107,0,STREET,(null),N,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,1041576,198968,40.71261218,-73.79321722,POINT (-73.79321722 40.71261218)
306610276,05/17/2025,21:57:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1014679,179606,40.65961,-73.890327,POINT (-73.890327 40.65961)
310966077,08/10/2025,00:52:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1015965,246113,40.842152,-73.885375,POINT (-73.885375 40.842152)
298949942,01/03/2025,17:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,<18,M,BLACK,1007076,246675,40.843722,-73.917502,POINT (-73.917502 40.843722)
312191853,09/01/2025,02:05:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),N,18-24,M,WHITE,18-24,M,WHITE,988076,151540,40.582628,-73.986225,POINT (-73.986225 40.582628)
301080543,02/13/2025,01:10:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,BLACK,1005176,174875,40.64664336,-73.92459172,POINT (-73.92459172 40.64664336)
301860130,02/28/2025,19:12:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK,1001469,241128,40.82849931,-73.93778057,POINT (-73.93778057 40.82849931)
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,18-24,M,BLACK,45-64,F,BLACK,997853,230889,40.800413,-73.950866,POINT (-73.950866 40.800413)
305163492,04/22/2025,22:31:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1008227,232203,40.803995,-73.913394,POINT (-73.913394 40.803995)
312371510,09/04/2025,02:49:00,BRONX,OUTSIDE,43,0,PLAYGROUND,PHOTO/COPY STORE,Y,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1016899,243645,40.83536418,-73.88201334,POINT (-73.88201334 40.83536418)
307819260,06/09/2025,20:17:00,BRONX,OUTSIDE,41,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1015842,236510,40.815794,-73.885866,POINT (-73.885866 40.815794)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
310231264,07/25/2025,19:48:00,MANHATTAN,OUTSIDE,26,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,996434,235757,40.813775,-73.955984,POINT (-73.955984 40.813775)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,<18,M,WHITE HISPANIC,25-44,M,WHITE,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
306214613,05/10/2025,20:33:00,BRONX,OUTSIDE,40,0,STREET,GROCERY/BODEGA,N,<18,M,WHITE HISPANIC,25-44,M,BLACK,1005529,233942,40.808777,-73.923131,POINT (-73.923131 40.808777)
310061971,07/22/2025,15:40:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1030257,261454,40.88418496,-73.83361818,POINT (-73.83361818 40.88418496)
311324884,08/16/2025,21:35:00,QUEENS,OUTSIDE,107,0,STREET,(null),N,45-64,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER,1034680,197842,40.709574,-73.8181,POINT (-73.8181 40.709574)
309605577,07/14/2025,19:50:00,QUEENS,OUTSIDE,103,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1041197,192977,40.696179,-73.794634,POINT (-73.794634 40.696179)
305372450,04/26/2025,03:56:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,F,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1009113,219613,40.76942832,-73.91023928,POINT (-73.91023928 40.76942832)
301942915,03/02/2025,20:38:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1000086,229653,40.797017,-73.942803,POINT (-73.942803 40.797017)
300295604,01/30/2025,16:45:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1001187,184894,40.674162,-73.938939,POINT (-73.938939 40.674162)
309456641,07/11/2025,01:00:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,SOCIAL CLUB/POLICY LOCATI,N,25-44,M,BLACK HISPANIC,45-64,M,BLACK,1015378,177864,40.654826,-73.887815,POINT (-73.887815 40.654826)
310613390,08/03/2025,03:30:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1028239,216107,40.759739,-73.841212,POINT (-73.841212 40.759739)
305034042,04/19/2025,22:14:00,BRONX,OUTSIDE,43,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,1020880,236792,40.81655,-73.867665,POINT (-73.867665 40.81655)
308455131,06/21/2025,09:30:00,BRONX,OUTSIDE,42,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,1016398,243887,40.83604,-73.883824,POINT (-73.883824 40.83604)
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,(null),Y,25-44,M,BLACK,25-44,F,WHITE,991647,215481,40.758128,-73.973298,POINT (-73.973298 40.758128)
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,997853,230889,40.800413,-73.950866,POINT (-73.950866 40.800413)
311991746,08/27/2025,08:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1009087,244634,40.838114,-73.91024,POINT (-73.91024 40.838114)
298909832,01/04/2025,14:56:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK,25-44,F,BLACK,1016521,248056,40.847483,-73.883357,POINT (-73.883357 40.847483)
310820656,08/06/2025,14:00:00,MANHATTAN,OUTSIDE,6,0,STREET,(null),N,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,WHITE HISPANIC,981302,205042,40.729478,-74.010637,POINT (-74.010637 40.729478)
307066944,05/26/2025,22:57:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1008463,187332,40.680837,-73.912703,POINT (-73.912703 40.680837)
307442124,06/02/2025,21:55:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1007689,191193,40.691437,-73.915478,POINT (-73.915478 40.691437)
309359260,07/09/2025,20:08:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1004426,187538,40.681412,-73.927258,POINT (-73.927258 40.681412)
305036739,04/20/2025,06:35:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1006490,244533,0,0,POINT (0 0)
306613733,05/18/2025,03:54:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,25-44,M,BLACK,18-24,F,BLACK,1016250,208615,40.739229,-73.884526,POINT (-73.884526 40.739229)
310624849,08/03/2025,06:02:00,BROOKLYN,INSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1010830,181517,40.664869,-73.904191,POINT (-73.904191 40.664869)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),N,18-24,M,BLACK,25-44,F,WHITE HISPANIC,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,(null),Y,25-44,M,BLACK,25-44,M,BLACK,991647,215481,40.758128,-73.973298,POINT (-73.973298 40.758128)
306153155,05/09/2025,15:36:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),N,18-24,F,BLACK,25-44,M,BLACK,983502,149473,40.576955,-74.002693,POINT (-74.002693 40.576955)
298909833,01/04/2025,16:50:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,997365,231723,40.802702,-73.95263,POINT (-73.95263 40.802702)
307442124,06/02/2025,21:55:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1007689,191193,40.691437,-73.915478,POINT (-73.915478 40.691437)
307729596,06/08/2025,05:20:00,BRONX,INSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK HISPANIC,<18,F,WHITE HISPANIC,1010250,238635,40.821644,-73.906059,POINT (-73.906059 40.821644)
305570691,04/29/2025,22:03:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,999134,190013,40.688215,-73.946331,POINT (-73.946331 40.688215)
309492261,07/12/2025,08:12:00,QUEENS,OUTSIDE,103,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,1040115,190439,40.689221,-73.798557,POINT (-73.798557 40.689221)
313716449,09/30/2025,17:56:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1013404,251800,40.85777,-73.894607,POINT (-73.894607 40.85777)
311113697,08/12/2025,19:26:00,BRONX,OUTSIDE,45,0,STREET,(null),Y,25-44,M,BLACK,18-24,M,BLACK,1031996,258604,40.876363,-73.82735,POINT (-73.82735 40.876363)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,N,18-24,M,BLACK,45-64,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
312520592,09/07/2025,19:55:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1047030,184441,40.672712,-73.773677,POINT (-73.773677 40.672712)
310937083,08/09/2025,01:19:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,987965,215284,40.75759,-73.98659,POINT (-73.98659 40.75759)
301256132,02/17/2025,18:20:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,WHITE HISPANIC,1016327,250445,40.854039,-73.884046,POINT (-73.884046 40.854039)
313226418,09/20/2025,00:54:00,BROOKLYN,OUTSIDE,61,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK,1000565,156826,40.597121,-73.941251,POINT (-73.941251 40.597121)
308833788,06/29/2025,01:00:00,QUEENS,OUTSIDE,106,0,STREET,(null),Y,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,1028949,184797,40.6738,-73.838858,POINT (-73.838858 40.6738)
310966076,08/10/2025,01:26:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1002447,193759,40.698491,-73.934375,POINT (-73.934375 40.698491)
308717968,06/26/2025,22:40:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1012575,171356,40.636975,-73.897943,POINT (-73.897943 40.636975)
309147862,07/05/2025,18:25:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1006682,243781,40.835778,-73.918935,POINT (-73.918935 40.835778)
312151470,08/31/2025,06:50:00,BRONX,OUTSIDE,50,0,STREET,HOSPITAL,N,(null),(null),(null),<18,F,BLACK HISPANIC,1017517,263983,40.891194,-73.879678,POINT (-73.879678 40.891194)
305163492,04/22/2025,22:31:00,BRONX,OUTSIDE,40,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1008227,232203,40.803995,-73.913394,POINT (-73.913394 40.803995)
309415106,07/10/2025,15:38:00,QUEENS,INSIDE,101,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1052496,160256,40.60629,-73.754219,POINT (-73.754219 40.60629)
312259913,09/02/2025,19:35:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,949766,170539,40.634709,-74.124241,POINT (-74.124241 40.634709)
299329906,01/12/2025,23:00:00,BRONX,INSIDE,43,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1018624,241852,40.830446,-73.875789,POINT (-73.875789 40.830446)
310305490,07/27/2025,22:20:00,BRONX,OUTSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK HISPANIC,1005407,235915,40.814191,-73.923568,POINT (-73.923568 40.814191)
313049936,09/17/2025,02:19:00,BRONX,OUTSIDE,43,0,STREET,(null),N,25-44,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,1018790,240921,40.82789,-73.875192,POINT (-73.875192 40.82789)
304555922,04/10/2025,20:15:00,BROOKLYN,OUTSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,1010830,181517,40.664869,-73.904191,POINT (-73.904191 40.664869)
306522955,05/15/2025,13:02:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1010882,247996,40.8473266,-73.90374022,POINT (-73.90374022 40.8473266)
305404407,04/27/2025,01:48:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1022363,184334,40.67254891,-73.86260381,POINT (-73.86260381 40.67254891)
310966078,08/10/2025,01:29:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,65+,M,BLACK,25-44,M,BLACK,1004491,172083,40.638991,-73.927068,POINT (-73.927068 40.638991)
305637547,04/30/2025,22:00:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1008608,178434,40.656413,-73.912211,POINT (-73.912211 40.656413)
308064914,06/14/2025,01:58:00,BRONX,OUTSIDE,47,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1029564,259061,40.877631,-73.836141,POINT (-73.836141 40.877631)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK,45-64,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
307945955,06/11/2025,21:09:00,QUEENS,INSIDE,109,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,BLACK,25-44,M,BLACK,1031019,218351,40.765885,-73.831162,POINT (-73.831162 40.765885)
304361735,04/07/2025,23:44:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1003970,251215,40.85617993,-73.92871375,POINT (-73.92871375 40.85617993)
309067485,07/03/2025,21:33:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,999448,190608,40.68983861,-73.94519749,POINT (-73.94519749 40.68983861)
311296881,08/16/2025,00:44:00,QUEENS,OUTSIDE,100,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1037496,154255,40.589919,-73.808287,POINT (-73.808287 40.589919)
305412876,04/27/2025,06:31:00,QUEENS,OUTSIDE,108,0,STREET,(null),N,25-44,M,BLACK,UNKNOWN,M,UNKNOWN,996424,210017,0,0,POINT (0 0)
306837529,05/21/2025,17:50:00,BRONX,OUTSIDE,52,0,STREET,(null),Y,<18,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1018634,259808,40.879731,-73.875662,POINT (-73.875662 40.879731)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,18-24,M,BLACK,25-44,F,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
308965098,07/02/2025,02:50:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,997329,233660,40.808017,-73.952753,POINT (-73.952753 40.808017)
308800539,06/29/2025,02:58:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1010272,180242,40.66137,-73.906206,POINT (-73.906206 40.66137)
312200895,09/01/2025,17:35:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1002974,182972,40.668883,-73.932505,POINT (-73.932505 40.668883)
300189409,01/28/2025,17:50:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,999019,180685,40.662613,-73.946765,POINT (-73.946765 40.662613)
